"","pprice","pdescrip"
"48","12.00","
                            A sweet moment between two girls, sisters or best friends (maybe both?) laying on the bed with their brunette and blonde hair hanging over the side. We have all done this with the girls close to our heart. Soft floral wallpaper of cream, purple, and green hangs on the wall. The bed is adorned with vintage white bedding and a blue bed skirt. *****PLEASE NOTE that any customization requests on hair color will delay your shipping time. Due to the high volume of orders being placed at this time it will take additional time to process your order. Also, please note any specifications in the NOTES TO SELLER box at checkout. Thank you so much for understanding! I appreciate it! :) *********This is a Chromogenic Photographic Print. It was professionally printed using archival inks and Kodak Professional Endura paper with a lustre finish; will not include watermarkFrame and matting not included.Copyright retained by artist, Heatherlee Chan, Lady Poppins.If you'd prefer a different size, prints are available upon request. If you have any questions or requests feel free to message me. Thank you!            
        "
"49"," $675.00 USD","
                            Made to order or customize this look:**As featured on the new Netflix show ""Love""**Gorgeous wall art made from individually cut and hand painted pieces of upcycled wood.  Depth and rich color are plentiful in this lovely piece.  The size of this piece is 20x60, which would be perfect above a bed or a taller piece of furniture.  It could also be hung vertically to make a huge statement on a skinny wall.  This piece was made with various blues (including pops of turquoise), greens, grays, black and white.  I can adjust the colors or size of this piece to perfectly compliment your home.   Your made to order piece will be very similar to the example shown.  No two pieces are exactly alike...each is beautiful and unique in its own right.  For my lead time on completing this piece or to discuss your ideas for customizing it,  just click the ""contact the shop owner"" hyperlink below and I'll get back with you soon.Hand created with love. Signed and dated on back.Please contact me for a shipping quote for international orders, as well as shipping to Alaska and Hawaii.Be sure to check out my shop policies if ordering:http://www.etsy.com/shop/moderntextures/policy?ref=ls_policies            
        "
"50"," $355.00 USD","
                            Painted by Tim Lam.Tim is an international renowned artist from Hong Kong, who was a designer, major Fine Art (BA, Hon) in college. Later a full time artist, has sold thousands artwork worldwide.This is an original painting, one-of-a-kind, 100% hand painted on canvas, coated with a layer of semi gloss varnish. Thick paints, free brushwork, expressionist impasto style, delicate color tones, creating a deep, thoughtful surreal visual illusion. Colors are bright, full of layers, glow as the focal point of a room. It looks peaceful. It calms your mind, a warm touch as a home decor for busy life.READY to HANG:Just put the art on nails. You can see a 3D canvas box on the wall.Deep gallery back wrapped stretched canvas. Staples on the back, 4 sides are painted, images wrap around sides.48x24x1.5This item includes 1 panel, 48""x24“x1.5"", (122cm x 61cm x 4cm).SHIPPINGWe ship art to every country, about 5-10 days to your door. Tracking available online. Tax is not included in the price and shipping.RETURNFull amount of purchase price, shipping not included.This art can be marked as gift. Signed and dated on the front or back by Tim.Item Ref #2023.            
        "
"51"," $539.00 USD","
                            THIS EXACT PAINTING IS SOLDYou can purchase a custom order for a similar piece by purchasing here. Your painting will be created very similar in the same style, color and size. After you order, I will start to create your painting.  Each painting is original and individual but my customers loving their painting is my number priority!  I dream of painting and then I paint my dream -Vincent van GoghAs an artist I paint by feeling until the painting is an expression of myself. I gather inspiration from the situations I experience and express them through my paintings. Each piece has a personal meaning to me. When I paint I feel like I am engrossed in a world where creativity takes precedence. Most of my pieces have textural quaIity created by different thicknesses and sheens of the materials that I mix together. I have been selling art for several years. I started my art career painting murals and portraits but have now transitioned into abstract canvas pieces where I feel the artistic freedom to portray who I truly am as an artist. Thank you for looking at my work!Lis ScottOwner, Artist…Title: Coastal Beauty CollectionMeasures 36"" X 48"" inchesHigh quality 1 1/2"" gallery wrapped canvasThe sides are finished and painted in continuation of the frontShades of blue, teal, green, silver, taupe and tan Signed and dated by the artistGuaranteed original paintingTo see a similar made to order FINE ART GICLEE PRINT you can visit me here:https://www.etsy.com/listing/260946703To see what else my shop has to offer you can visit me here:https://www.etsy.com/shop/LDawningScott            
        "
"52","89.00","
                            Art Print on Canvasthis is a Artprint on Canvas from my original paintingthe size: 40"" x30"" x1"" canvas stretched ready to hangif they ask   feel they Please see below in my shop on Etsy Jolina Anthony there you can find original works of art Thank you for visiting my shop            
        "
"53","48.00","
                            This is a Set of 4 Archival Prints of my original hand painted butterflies series in Black, White and Grey watercolor paintings.Choose your desired size from the drop down box.Classic and timeless, these prints look crisp and elegant against any wall in your home or office, or would make a fabulous gift.This listing is for a set of 4 professional quality UNFRAMED prints. It does not come with any frames or mats.These wall decor prints are a faithful reproduction of my original hand painted artworks made with Winsor and Newton watercolor paints.Printed on the highest grade acid free 100% cotton heavyweight archival smooth matte gorgeous warm white paper and printed using a professional archival printer and fade resistant Ultrachrome archival pigment inks which provide the most beautiful and true to life colour gamut.Giclee quality art prints have been tested to be fade resistant for up to 200 years and should well outlast us all!The images are printed on your choice of either 8*10 inch or 11*14 inch archival paper with an additional small white border for ease of framing.Available in:- 8 * 10 inches, printed on 8.3 * 11.7 inch (A4) paper to allow for ease of positioning onto a mat if using one, or can be trimmed to fit your frame, and - 11 * 14 inches, printed on 11.75 * 14.5 inch paper which allows for a small white border for ease of positioning onto a mat if using one, or can be trimmed to fit your frame.Frames are for display purposes only and are not included. The prints are wrapped in cellophane with a cardboard insert and then shipped in a very sturdy cardboard mailer to ensure they arrive in perfect condition. The 8*10 prints are shipped flat, while the 11*14 prints are shipped in a sturdy mailing tube due to their size. Please refer to shipping info for more details on freight.Most prints are also available as individual prints in my shop.Please note every computer monitor is different so the color you see on your screen may vary from the actual image.All items, except custom orders, are despatched within 1-3 business days of purchase.We ship to most countries with proof of sending and delivery tracking. See shipping info for more details.The Scarlet Peony retains all reproduction rights and copyrights.Thank you for visiting my store,The Scarlet PeonyAlice            
        "
"54"," $84.00 USD","
                            ✪✪✪✪ 25% OFF SALE ENDING SOON ✪✪ Use the coupon MARCH25 at checkout, below payment options. ✪✪✪✪---------Info about the Print--------This listing is for FIVE PRINTS as shown in the first picture in the listing.You will receive11x14 Vertical Giraffe 11x14 Horizontal Elephant8x10 Vertical Cheetah8x10 Vertical Zebra8x10 Horizontal Lion ( These prints are from both of my store... please let me know if you need help finding one.)♥These FIVE ART PRINT are created from my original watercolor. I use two heavy-weight, acid-free papers for my prints...either a white linen paper or a bright white, smooth paper.   I choose whichever paper best enhances each print. The colors are extremely rich.♥These FIVE prints are mailed in cellophane, backed with heavy tag board, and packaged in a stiff cardboard mailer.  ♥The prints are sent 1-3 days after payment is received. (EXCEPT during major holidays; I mail out the next day so you can receive your art quickly.) Please see shipping policies for current mailing time.♥A watermark does not appear on your print. Any framed pictures are for example only.♥◾♥◾♥◾♥◾Do you want this art LARGER? or on CANVAS?  Click on this link for more information. https://www.etsy.com/listing/180589349/sheep-nursery-art-on-canvas-nursery-art?ref=shop_home_active_1PLEASE ENTER MY SHOP HERE: http://www.rachellelevingston.etsy.com♥Your satisfaction is guaranteed- please contact me about any problems(These prints are from both of my etsy stores... please let me know if you need just one or two instead of the whole set.)       ✪✪✪✪Like me on FACEBOOK for coupons and giveaways https://www.facebook.com/pages/Rachelle-Levingston-Watercolors/168376129883601And please join my EMAIL LIST. (Paste this link in your browser) http://eepurl.com/Fhp            
        "
"55"," $250.00 USD","
                            Size: 24""x30""x3/4"" Title: ""A Special Message""Original painting abstract art, acrylic on stretched canvas with staples on back. Modern large bold expressionism painting with energy. It is hand signed and dated by me, the artist, on the front. Also, the medium, acrylic, as well as my signature, date, and title are written on the back of the painting.The sides have been painted and the back is wired for hanging so no need to frame this painting unless you wish to.Please keep in mind that my paintings look much better in person. The detail and texture are hard to capture here with my photography. If you like my painting as seen here, you will love it when you see it in person! I have sold over 2400 paintings in the last 14 years through galleries, commissions and online. My award winning art has been viewed in many juried exhibitions, galleries, and in private/corporate collections internationally.I WILL COMBINE SHIPPING...Please contact me and let me know which paintings you want shipped together and I can give you a quote and then adjust the shipping amount on the painting listings if you do decide to buy more than one.Artwork is protected by copyright. All images displayed are property of Linda J. Monfort. The sale of original artwork does not include the sale of copyright. All rights reserved.WILL SHIP INTERNATIONALLY. Please contact me if you want to make a purchase so that I can let you know how much it will cost you to ship. If you do decide to go ahead and buy, I will then change my listing so that it allows you to do so. International buyers are responsible for any duty relative fees and UPS broker fees. I will not mark your package as 'gift' in order for you to avoid the duty fees.ALASKA and HAWAII BUYERS...The shipping price in this listing is for the contiguous US only. ALASKA and HAWAII will cost more. Please contact me first for a shipping quote before you purchase so that I can adjust the cost on the listing. Thank you.            
        "
"56","12.00","
                            Pig Fine Art Print created from our Original Watercolor Painting. Perfect for any age (child, baby, adult) and gender (girl or boy).Available in 5x7, 8x10, 11x14, & 13x19 inches in both horizontal (landscape) and vertical (portrait) orientation. Please select the size and orientation you would like. Also, If you would like your print without the green grass, please note this in the note to seller during checkout. The James River Studios Watermark on the picture will not appear on your print.Printed with archival UltraChrome pigment inks on Velvet Fine Art Paper that is heavyweight, cotton fiber and acid free. The print's high quality inks and velvet fine art paper look and feel like the original watercolor painting, with beautiful long lasting colors!Your print will be signed and dated by the artist on the back. It comes unframed, carefully wrapped in a clear cellophane sleeve, and mailed flat in a sturdy cardboard mailer. The largest 13x19 print will come carefully rolled in a sturdy tube which is the best protection for its size, it will not arrive flat.c 2015 James River StudiosPlease note that Copyright for all artwork is retained by the Artist and is not transferred with sale. Artist retains all rights of reproduction.            
        "
"57"," $355.00 USD","
                            ""Spring Cherry Tree"" -CUSTOM White Flower Blooming Tree of Life Painting Cherry Tree Original textured palette knife paintings Flowers Landscape Floral Blue Brown Mixed media acrylic on 24x48x1.5"" Gallery wrapped canvas. - brown, rust, pale blue-green, birds egg blue, pale green, cream, pale gold, white, black, Metallic Bronze. - Hand-painted, one-of-a-kind.  Beautiful, vibrant, wonderful texture! The sides of the canvas are painted black so your new painting is ready to hang! The visual quality of this textured, painting is stunning in both indoor, and natural light. Each painting purchased comes with a signed and dated Certificate of Authenticity verifying that this is an original piece of art created by internationally collected artist, Christine Krainock_______________________________________________________****THIS LISTING IS TO COMMISSION A PAINTING TO BE CREATED SIMILAR TO THE SOLD PAINTING WHICH IS SHOWN.  PLEASE SEE SHOP ANNOUNCEMENT, OR CONTACT REGARDING CUSTOM PAINTING TIME FRAMES.****---------------------------------------------------------------------------------------To view more of available paintings click:www.etsy.com/shop/christinekrainockFor Prints:http://www.christine-krainock.fineartamerica.com (Copy and Paste into browser)Please ""LIKE"" me on Facebook to get updates on new paintings.http://www.facebook.com/ContemporaryartbychristineView and bookmark my website at:http://www.contemporaryartbychristine.com----------------------------------------------------------------------------------------------Materials:Mixed media Acrylic on 24x48x1.5"" Gallery wrapped canvas. The sides of the canvas are painted black so your new painting is ready to hang! ***This painting can also be reproduced as a similar, yet unique Commissioned Painting on a different size of canvas.  Please contact for pricing.Colors:  Shades of espresso brown, rust, pale / birds egg blue, white, pale gold, gold, cream, light green blackCOA:Each painting purchased comes with a signed and dated Certificate of Authenticity verifying that this is an original piece of art created by internationally collected artist, Christine Krainock.Shipping: Each painting is inspected and professionally packagedfor safe travel so that your painting arrives to you in perfect condition. All paintings are shipped with UPS within 1-3 business days after payment is received. If you do not see your country as a shipping option, just contact me and I will quote rates and add it.Please contact me if you would like a custom piece created for you by commission.All images and paintings seen here are Copyright Contemporary Art by Christine.            
        "
"58","38.50","
                            Canvas print of original painting by Denise Cunniff. Colors work well with turquoise, teal, aqua, cobalt blue, navy blue, and brown tones.☼ Titled: ""Teal Lovin"" ►► DETAILS ►► PLEASE READ ►►☼ Medium: High quality Giclée canvas print of original painting by Denise Cunniff. All ArtFromDenise prints are made to order and NOT mass produced. ☼ Finish: 1.5"" deep gallery wrapped canvas print. No need for a frame - just hang it and love it. Edges will be printed to match the front (mirror wrap) and clear coat will be added to seal the artwork and protect your investment. Hanging hardware will already be installed for you.☼ Your choice of canvas sizes: 10x10"" 12x12"", 14x14"", 16x16"", 18x18"", 20x20"", or 24x24""► MORE OPTIONS ☼ A different canvas print of this artwork: https://www.etsy.com/listing/194658424☼ Giclee print of this artwork on matte fine art paper: https://www.etsy.com/listing/170687837☼ The original painting of this artwork: https://www.etsy.com/listing/159907946☼ More lovebird art: https://www.etsy.com/listing/169549575https://www.etsy.com/listing/159919680☼ Custom order for a similar painting on canvas in any color or size. Click on the ""Request a custom order"" link under the main photo. Please include the size you prefer and your zip code so I can give you an accurate quote. ►ARE YOU LOOKING FOR SPECIFIC COLORS?If you need to know if this artwork will blend with your colors, you can purchase the following color proof (you’ll need to include the link to this artwork in “notes to seller”)https://www.etsy.com/listing/197689175NOTE: Colors on your computer monitor may show up slightly different that an actual artwork is. If you need an exact color match, please consider commissioning a custom painting. ► READY TO BUY this ArtFromDenise?☼ If you live in the U.S., you can pay with a credit card through etsy’s direct checkout or with paypal. If you prefer a different payment method, please contact the shop owner - Denise.☼ You should receive your artwork within 7-12 business days after the payment is processed, if not sooner.☼ For INTERNATIONAL orders, please contact Denise before ordering for a quote on shipping costs. Also, please be aware that this shop no longer accepts PayPal payments for international orders.► DON'T LET IT SLIP AWAY!☼ Want to save this item for later? Click on the heart that says ""Add Item to Favorites.""☼ Have a question? Send me a message by clicking the small “ask a question” button.☼ Questions about how to buy? http://www.etsy.com/help_guide_checkout.php► WANT TO SAVE THIS LINK to ArtFromDenise?Click on the ""Add to Favorites"" heart on the left column of my home page.You might also want to keep this shop in mind for personalized hostess, anniversary and wedding gifts.http://artfromdenise.etsy.com► RETURN POLICIES, SHIPPING, & CUSTOM ORDERShttps://www.etsy.com/shop/ArtFromDenise/policy?ref=shopinfo_policies_leftnavNOTE: ArtFromDenise is a very small company and all prints are made to order - one at a time - in a size that will be printed just for you. In other words, canvas prints are a CUSTOM ORDERED PRODUCT. They're also created by another company which Denise has to pay when the order for your print is placed. Because inventory costs are high, ArtFromDenise doesn't hold prints in stock or offer refunds for custom ordered products, so please be aware of the following:No refunds will be issued because the customer ordered a print in the wrong size or color. (An easy way to determine the right size is provided above and color proofs are available.)► COPYRIGHT NOTICE: This image has been filed and is protected under copyright laws and may not be reproduced or copied in any way. By purchasing this listing, you will own this one piece of art, but not the rights to reproduce it. By law, Denise Cunniff retains all rights to reproduction of this artwork. Any attempt to copy, reproduce or create derivative works from any of Denise Cunniff’s works of art displayed online will be legally prosecuted as stated by law. This is how I protect my business!But feel free to pin this listing to your pinterest boards! All I ask is that you credit me by including “original art by Denise Cunniff” in the copy description. I love pinterest and have tons of boards!► WHY I DO THISI’ve been a self-employed artist & interior decorator for 20+ years and have always loved to design and paint. All listings in my shop are new works that I started January 2013. Currently – aqua, teal, turquoise and tiffany blue are my favorite colors to work with, but jewel tones have always dominated my artwork. They make me happy!Speaking of happy... I believe that our homes should be sanctuaries that surrounds us with comfort, color, beauty and the things we love. The paintings that I create are meant to inspire and uplift, as well as enhance your interiors. If you feel an emotional connection to a work of ArtFromDenise, or you just LOVE the colors and the art makes you feel good, then consider treating yourself. Or maybe you're considering this artwork for a special gift. What you’re really investing in is what makes you or the recipient feel good. So, if you love it or you think they're going to love it – follow your instinct and buy it!► THANKS for your interest in ArtFromDenise and HAVE FUN SHOPPING!            
        "
"59"," $315.00 USD","
                            Oil Painting, Landscape Painting, Original Art, Large Art, Autumn, Abstract Oil Painting, Modern Art, Abstract Canvas Art, Canvas Wall DecorHeavy Texture Oil PaintingSize: 32x48 inches(80x120 cm)------------------------------------------------------------------------------------------------------------------My other landscape paintings:https://www.etsy.com/shop/GeorgeMillerArt?section_id=16345605&myref=item_topMy abstract paintings:https://www.etsy.com/shop/GeorgeMillerArt?section_id=18114244&&myref=item_topMy HUGE abstract paintings:https://www.etsy.com/shop/GeorgeMillerArt?section_id=17956450&&myref=item_top--------------------------------------------------------------------------------------------------------------------Medium: Oil on gallery-wrapped stretched canvas. Palette Knife, Textured, staples on back, ready to hangThe painting is signed on the front and 100% guaranteed, I want you happy with your purchase.This artwork is new and in excellent condition. Directly from my studio.The painting will be shipped and packed professionally. In order to protect your painting I will personally pack your painting with great care using high quality, shipping industry approvedpacking materials.I ship out your paintings within 2 business days after I receive your payment.Paintings will be sent Fully Insured Express Mail Service, which you can expect delivery between 8-12 business days.Please do not hesitate to ask me any question and I'll get back to you at the earliest opportunity.The image of this artwork and the artwork itself cannot be copied, altered, or distributed in any form. Any derivatives, attempted imitation of artwork, duplication and/or editing of photos is expressly forbidden under copyright laws.Thanks for visiting my Shop!Back to the store home page here:https://www.etsy.com/shop/georgemillerart?myref=item_bottom            
        "
"60","12.00","
                            ****VACATION ANNOUNCEMENT*****I am going to be on vacation from March 18th- March 26th. All items sold during this time will be shipped out on March 28th. I will be adjusting my processing/shipping time accordingly and will change it back when I return! If you have questions please message me. Thanks and have a great week!This is a fine art giclée print made from my original watercolor painting titled ""Fathoms Below"".**This print will have white showing on two edges when framed.PRINT DESCRIPTION- Printed on Epson Stylus Inkjet Printer with archival pigment inks.- Printed on highest quality Finestra fine art paper.(Paper descriptions below)- Printed to the edge so they are hassle free and no trimming required.- Prints are designed to fit into standard frames. Frames not included.- Comes with artist signature on the back.PAPER1) Arctic Matte -A medium grade paper that has a soft matte finish. This paper holds detail very well and is glare free. It has a smooth, bright white surface. 2) Smooth Fine Art -A smooth, high quality, archival paper. It is 100% cotton with a flat surface. This paper is acid and lignin free and has a beautiful bright white surface. 3) Textured Rag -A high texture paper that is heavy duty and somewhat coarse. This paper is completely archival and made to replicate watercolor paper. It is acid free and has a natural white surface. 300gsmSIZE- 5inx7in- 8inx10in- 11inx14in*All sizes printed to edge*(Please don't hesitate to contact me about custom sizes or custom paintings!)**FOR LARGER SIZES**https://www.etsy.com/listing/246229365/large-whale-and-ship-painting-sizesSHIPPING- I ship my prints flat in rigid stay flat mailers. - The art is carefully packaged in a clear protective sleeve and cardboard is added for extra support.(Please contact me to inquire about shipping an order rolled.)- I ship 1-2 business days after receiving the order. *Depending on your monitor settings colors may appear slightly different on screen than on the actual print.©2015 Rachel E. S. BylerAll art is the property of artist Rachel Byler and may not be reproduced, resold, or used in any form.            
        "
"61"," $299.00 USD","
                            Title: the sensual seaSize: 30""x30""x1.5"" (76 cm x 76 cm x 4 cm ) This is an original acrylic painting by Elena Petrova, signed on the front and signed and dated on the back.CERTIFICATE of authenticity is included.STRETCHED on heavy duty gallery stretchers, stapled on the back. Wired. READY TO HANG.This artwork is created with high quality artist paints and is new in excellent condition. Painting is varnished to protect against UV, dust and scratches. Directly from my studio.-----------------------------------------------********SHIPPING********Delivery time to US/CA is 1-4 business days, everywhere else 4-5 days.I use DHL/FedEx/USPS. Please, leave your phone number in a note section of your order!All my paintings are professionally packed with bubble wrap and shipped in custom made double wall cardboard boxes or tubes ( for unstretched paintings)-----------------------------------------------Colors may vary depending on your monitor.-----------------------------------------------I accept custom orders!Thank you for visiting!Elena Petrova""No art comes from the conscious mind."" Steve Martin""Art is an international language, understood by all."" Igor Babailov            
        "
"62","83.00","
                            Custom Oil Painting 30x30 painted in photorealistic style.  I offer a unique opportunity to get your favorite photographs crafted into elegant, one of a kind hand-painted portraits by a professional portrait artist with 20+ years experience.  	Portraits in all shapes and sizes.   Scroll down to see recommended sizes. 	Trained professional artist	Custom creation – change background, add color etc to any painting	Worldwide shipping	100% satisfaction guaranteed The processStep 1 – The Ordering ProcessAll photographs can be turned into stunning original works of art. If you are unsure of your choice, contact me and let me help you decide. I have a trained eye and can guide you in selecting the right photograph that will look most striking as an oil portrait (facial details look best with medium to large sized paintings).Step 2 – The Painting ProcessYou’ve placed your order, and now my work begins. I use very high quality canvas and paint materials to bring your photograph to life. I capture your special moment in stunning oils in a process that uses a trained eye and a steady hand.  Most portraits can be finished within a 5-8 days although some extra time might be needed for drying. Step 3 – DeliveryI have the finished painting either carefully rolled in a secure tube, gallery wrapped or  framed(extra cost; see below) and securely packaged, ready to hang.  A little about me My name is Natalia.  I’ve been painting since I can remember.  Painting has allowed me to meet very interesting people and travel the world, although today I find myself in Toronto, Ontario.  I feel truly blessed that my passion has allowed me to support myself and my family for so many years.Painting is my life and passion!  Whether it be a pet, baby or newly wed couple, nothing excites me more than seeing my clients’ reaction.  Up until now I have worked exclusively with photographers, designers, wedding planners and galleries; I’m very excited to be sharing my passion with the Etsy community.  I am offering my custom art works for almost half of what I normally charge my clients (this won’t last forever, so act fast ).Recommended Sizes11x14   12x12   12x16   16x16   16x20   20x24   24x24   24x30   30x30   30x40   36x48   Gallery wrapping  Your finished painting is stretched onto a solid wood frame with the canvas wrapped around the back and hanging hardware attached.  It arrives ready to enjoy and hang.$29+FramingI work very closely with my preferred framer that has framed 100’s of my paintings; his price and craftsmanship is hard to beat. Your local framer would charge you close to twice the amount.  Convo me if you’re interested in having your artwork framed.   $119+            
        "
"63","89.00","
                            Thank you for looking my prints***Special offer - two prints buy and one print free***please send me a link for your 3 print in all sizes , so i will send all togetherSIZES:Fine Art Paper AND Canvas16"" x20"" paper20"" x30"" paper30"" x40"" Paper20"" x30"" canvas stretched ready to hang30"" x40"" canvas stretched ready to hangalso is this still in my studio in original for sellsize  32"" x 30""x1""  on canvas stretched ready to hangThe Fine Art Paper has a flat, matt finish and is signed, titled und numbered by me.Canvas has a flat, matt finish and is signed, titled and numbered by me.* Please contact me for option prints with 2 white inch border *If you like you can also look in my Shop for Original Paintingshttps://www.etsy.com/shop/jolinaanthony?ref=hdr_shop_menuI sell many years on Etsy with many Happy Costumers  :)in high quality* Paper: Premium acid-free archival quality paper.* This listing is for the prints only. Frames & Mats NOT included.* Illustration size: please pull down menuMATERIAL: Hahnemühl 250 g/ Paper Fine Art PaperHand signed on the front and back with stamp on back by meplease selectprint with Epson K3 Ultra Crome high quality printer and archival inks.signed and dated by me on the front and backand with a little surprise for youshippingtime for this print is only 3-5 dayswith dhl express            
        "
"64"," $1.50 USD","
                            ♥This ATC print measures 2.5 x 3.5.  It is the size of a baseball card. I also sell this print in larger sizes in my other store.  (ATC =Artist Trading Card)♥♥♥♥Click on this link to see this in a PRINT SET in my other store.https://www.etsy.com/listing/99515133/gray-children-room-decor-grey-kids-room?ref=shop_home_active  ♥♥♥♥♥This ATC ART PRINT is created from my original watercolor. I use a heavy-weight, acid-free smooth paper. The colors are extremely rich. ♥The print is sent 1-3 days after payment is received. (EXCEPT during major holidays; I mail out the next day so you can receive your art quickly.) Please see shipping policies for current mailing time.♥A watermark does not appear on your print. The farmhouse ATC print is for example only and not included with your order.♥Your satisfaction is guaranteed- please contact me about any problems.♥♥♥✿✿✿✿Please visit MY OTHER WATERCOLOR SHOP; (it has 2,500+ POSITIVE feedback.)   In that shop I offer animal prints, nursery prints, landscapes and originals.  I will gladly combine shipping costs from my two shops.CLICK HERE   http://www.etsy.com/shop/rachellelevingston            
        "
"65"," $25.00 USD","
                            ✪✪✪✪ 25% OFF SALE ENDING SOON ✪✪ Use the coupon MARCH25 at checkout, below payment options. ✪✪✪✪---------Info about the Print--------♥This ART PRINT is created from my original watercolor. I use two heavy-weight, acid-free papers for my prints...either a white linen paper or a bright white, smooth paper.   I choose whichever paper best enhances each print. The colors are extremely rich.♥This vertical 11 x14” print is mailed in cellophane, backed with heavy tag board, and packaged in a stiff cardboard mailer.  ♥The prints are sent 1-3 days after payment is received. (EXCEPT during major holidays; I mail out the next day so you can receive your art quickly.) Please see shipping policies for current mailing time.♥A watermark does not appear on your print. Any framed pictures are for example only.♥◾♥◾♥◾♥◾Do you want this art LARGER? or on CANVAS?  Click on this link for more information. https://www.etsy.com/listing/180589349/sheep-nursery-art-on-canvas-nursery-art?ref=shop_home_active_1PLEASE ENTER MY SHOP HERE: http://www.rachellelevingston.etsy.com♥Your satisfaction is guaranteed- please contact me about any problems       ✪✪✪✪Like me on FACEBOOK for coupons and giveaways https://www.facebook.com/pages/Rachelle-Levingston-Watercolors/168376129883601And please join my EMAIL LIST. (Paste this link in your browser) http://eepurl.com/Fhp            
        "
"66"," $260.00 USD","
                            Abstract Art, Abstract Canvas Art, Abstract Painting, Modern Wall Art, Large Abstract Painting, Abstract Landscapes, Oil Painting AbstractHeavy Texture Oil PaintingSize: 24x48 inches(60x120 cm)To view more of my unique abstract paintings please visit:https://www.etsy.com/shop/GeorgeMillerArt?section_id=18114244&myref=product_descMedium: Oil on gallery-wrapped stretched canvas. Palette Knife, Textured, staples on back, ready to hangThe painting is signed on the front and 100% guaranteed, I want you happy with your purchase.This artwork is new and in excellent condition. Directly from my studio.The painting will be shipped and packed professionally. In order to protect your painting I will personally pack your painting with great care using high quality, shipping industry approvedpacking materials.I ship out your paintings within 2 business days after I receive your payment.Paintings will be sent Fully Insured Express Mail Service, which you can expect delivery between 8-12 business days.Please do not hesitate to ask me any question and I'll get back to you at the earliest opportunity.The image of this artwork and the artwork itself cannot be copied, altered, or distributed in any form. Any derivatives, attempted imitation of artwork, duplication and/or editing of photos is expressly forbidden under copyright laws.Thanks for visiting my Shop!Back to the store home page here:https://www.etsy.com/shop/georgemillerart?myref=item_bottom            
        "
"67"," $115.00 USD","
                            8”x10” Watercolor custom pet portrait original watercolor paintingThis listing is for a single custom pet portrait. This will be an up-close detailed painting of your pets' face and part of their chest with a plain background, on an 8”x10"" piece of watercolor paper. This listing is not only for cats and dogs, but all animals. I'm happy to paint pieces with multiple subjects, but prices vary, so please see my other listings or contact me for more details.Additional sizes:One pet: 5”x7” - $95One pet: 6”x8” - $105One pet: 8""x10"" - $115One pet: 11""x14"" - $135For larger sizes, just message me and I will give you a quote!When you're ready to order, click “add to cart” and email or Etsy message me with your photograph(s). Once I hear from you, I will get started on your painting and have it shipped to you soon after!A portrait usually takes 3-4 days depending on my commission queue and the time of year. Each painting comes wrapped in protective plastic and cardboard, ready to frame.If you would like video documentation of your painting being created and/or digital images to use for t-shirts and mugs etc, check out the Platinum Upgrade Package!https://www.etsy.com/listing/208942549/platinum-upgrade-package-time-lapseNeed a painting for an upcoming deadline of 5 days or less? Click here to learn more:https://www.etsy.com/listing/171549194/reserved-8x10-watercolor-pet-portraitfor 500+ examples of single pet watercolour paintings, follow the link to my Facebook page: https://www.facebook.com/media/set/?set=a.570987659667929.1073741828.291226787644019&type=3Please feel free to ask me any questions, either before ordering or at any time during the process. You can contact me here on Etsy or via email: lisamaywilliams.art [!at] gmail.comGift certificates available for last minute gifts!https://www.etsy.com/listing/165181354/watercolor-gift-certificate-custom-petNot ready to stop shopping?? Click here to see more!https://www.etsy.com/shop/LisaMayPaintingTo keep up to date with my current work, check out my blog!www.lisamaywilliams.blogspot.comAlso, like us on Facebook!https://www.facebook.com/lisamaypainting* Currently working abroad, all packages will be sent from Australia and will take 3-10 days.            
        "
"68"," $450.00 USD","
                            Size: 51"" x 30"" On UN-STRETCHED CANVAS (This painting may be displayed either horizontally or vertically.)Title: ""At Play""Original abstract expressionist painting in peach, pink, cherry red, magenta, burgundy, orange, blue, white, violet, gold, olive green, gray and black. It is a modern non representative acrylic painting on UN-STRETCHED canvas. The actual size of the un-stretched canvas is 57""x36"". That gives you three inches on each side for stretching it on 1.5"" deep gallery wrap wooden stretcher bars with staples on the back. You can have a frame shop stretch and/or frame it or you may do it yourself. It will be hand signed and dated by me, the artist, on the front. Please keep in mind that my paintings look much better in person. The detail and texture are hard to capture here with my photography. If you like my painting as seen here, you will love it when you see it in person! I have sold over 2400 paintings in the last 14 years through galleries, commissions and online. My award winning art has been viewed in many juried and invitational exhibitions, galleries, TV shows, blogs, book covers, and in private/corporate collections internationally.Shipping is via UPS ground within the US. The painting will be shipped rolled up in a heavy duty mailing tube.Artwork is protected by copyright. All images displayed are property of Linda J. Monfort. The sale of original artwork does not include the sale of copyright. All rights reserved.WILL SHIP INTERNATIONALLY. Please contact me if you want to make a purchase so that I can let you know how much it will cost you to ship. If you do decide to go ahead and buy, I will then change my listing so that it allows you to do so. International buyers are responsible for any duty relative fees and UPS broker fees. I will not mark your package as 'gift' in order for you to avoid the duty fees.ALASKA and HAWAII BUYERS...The shipping price in this listing is for the contiguous US only. ALASKA and HAWAII will cost more. Please contact me first for a shipping quote before you purchase so that I can adjust the cost on the listing. Thank you.            
        "
