"","pprice","pdescrip"
"46"," $5.00 USD","
                            • Measures approximately 8"" x 2.5""• Hand painted by myself using soft fabric paint• Painted on 100% canvas-like cotton• Please allow for slight variation in appearance, as each is separately made• Would look great on your jean jacket, bag or jeans!• NOTICE - this is a SEW ON patch!-----------------------------------------------------------------------------------------------------------------Please take time to notice that the processing time is between 1-2 weeks. Only in extreme cases would it take me to make the product and ship it out in 2 weeks time. But while I am running this shop, I am attending VCUarts and I have to spend time on school work as well. Please be patient in receiving a product from me, though I try to make your order as soon as I can, I do have other things that are important to me. If there is a rush and you need this item really soon, please feel free to message me and we can work something out. Thank you so much for checking out my shop!            
        "
"47"," $3.91 USD","
                            Psychedelic Bus Patch Music Embroidered Iron on Patch Punk Patches❤High Quality Embroidered Patch❤Iron On / Sew On❤Great for hats, bags and jackets❤Made Tough and Durable----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
"48"," $7.00 USD","
                            This is a 3"" x  2.25"" embroidered patch with my not so famous last words.Can be Ironed or Sewn on.Designed by me in Long Beach, CA.            
        "
"49"," $5.00 USD","
                            USA Soccer World Cup 2015 Iron On Patch. Embroidered on white cotton-polyester twill, or eco-felt.Dimensions: 3.2"" high  by  2.75"" across.Made in the U.S.A. with high quality products.Please take a look at the photos and feel free to contact me if you have any question or suggestion...ps: International Shipping rates will vary according to the destination.PLEASE REMEMBER that by submitting your order you agree to the store policies: https://www.etsy.com/shop/FerdinandWorks/policy?ref=shopinfo_policies_leftnav------------------------------------------------------------------------------------------------------------This is an iron on patch. Easy to apply. Follow the instructions below:General Directions:• Place the garment on a table top with a hard surface: do not use an ironing board/do not use steam!• Set the iron to the hottest setting the *receiving* item (shirt, jersey, whatever) can take. (Often, it's ""Cotton"" but check the fabric content so you don't melt or ripple a cotton-rich blend).• Turn off the steam so you have a ""dry iron."" Once it's warm• Check to see if the edges and corners of the patch appear to be sticking to the receiving item. If not, press some more, paying special attention to the edges. , press the receiving item completely smooth. Position the patch where you want it. Place a piece of white cotton cloth on top of the patch. Press and hold the iron (no need to press hard--it's the heat that works, not the pressure) for 8-10 seconds on each section and move it just a little, back and forth, over and over until entire piece is bonded. (Ironing may vary for heavier layered items.)• Turn garment over and repeat step C from the reverse side.• Allow patch and garment to cool completely (15 to 20 seconds) before handling.            
        "
"50"," $2.90 USD","
                            Doughnut patch, measures 8.5cm x 8.5cm.Our iron on patches are perfect for customising your favourite apparel! These high quality embroidered patches can be ironed on to most types on non-stretch fabric, suitable for adding to a vintage denim jacket. For the more experienced sewer, you can even sew our patches our the more heavy duty fabric, if you’ve got a leather jacket that needs more of a biker feel or a canvas tote bag which you want to make more personalised.HOW TO APPLY	1- Make sure your iron is on a high heat (use adult supervision if under 16)2- Place patch where you want it to be on garment and cover it with a tea towel3- Press the iron firmly on top of the protected patch and use the steam function (if available) to add more heat while adding pressure4- Keep the iron on the patch for at least 2 minutes and go around the edges with the iron to make sure it's completely secure.**Please be aware, this will only work on cotton, denim and natural non-stretch fabrics. For other material, patches can be sewn on by hand or using a sewing machine.**            
        "
"51"," $9.43 USD","
                            Time for adventure Iron on Patch is 8 x 8 cmIt is super cool, colorful and perfect for someone who is crazy about Pineapple + bicycle + adventure!When dispatched, the patch will be secured with cardboard and wrapped in cellophane film.Thanks for viewing!Back to my shop: http://www.etsy.com/shop/bel777            
        "
"52","15.00","
                            Collect all of the Clow Cards in style with these Cardcaptor Sakura inspired magic circle patch!Check out my other listings for more Cardcaptor Sakura patches!Choose your size:5 Inches7.8 InchesEach is embroidered just for you. It is backed with Heat'n'bond for easy application directly onto your project (though some stitches will keep it more secure).You can contact me for custom variations, larger or smaller sizes, or other requests.I make these to order and try to ship ASAP, but due to high volume orders, it may take up to a week before your order is shipped. If you need it fast for an event, Priority shipping is available when you check out.Please view my other items in my shop!            
        "
"53"," $8.50 USD","
                            Iron-on 3"" embroidered patch dedicated to fans of Jeff Goldblum. Fun peach, light yellow, and light blue. Designed in Winnipeg, Manitoba.            
        "
"54"," $2.91 USD","
                            My Neighbor Totoro Patch Embroidered Animation Sew on Iron on PatchesIron on BackingBrighten up t-shirts, jeans, baby clothes or any other item made of fabric with an easy iron on or sew on patch! Just peal the protective layer paper, stick to the fabric and press with a hot iron, preferably with steam, for 20+ seconds! Edges of the patch sealed with Fray-Check glue, preventing thread fraying.            
        "
"55"," $8.00 USD","
                            Human Heart Anatomy PatchMade with embroidery thread.Automatically comes with an adhesive backing to iron-on quickly, otherwise can special noted to add without.FREE SHIPPING TO UNITED STATES (NO MINIMUM PURCHASE)!Ready to Ship. STANDARD USPS.For Iron-On Instructions:See Shop Policies!            
        "
"56"," $2.48 USD","
                            Canada Patches - Large Iron on Patch or Sewing on Patch Canada Country Flag Patch Embellishments Embroidery AppliqueSize : about 86mm x 55mmColor: Please see the photoQuantities : 1pcConditions: NewIf you need more quantities, please contact me.If you would like to have other Patches, please visit the following link:-https://www.etsy.com/shop/Heasundries/search?search_query=patch&order=date_desc&view_type=list&ref=shop_search            
        "
"57"," $2.25 USD","
                            Set of 2 pcs Pac-Man patch and Ghost patch Embroidered patch sew on patch, Iron on patch Applique  S20118bPac-Man (Japanese: Hepburn - Pakkuman) is an arcade game developed by Namco and first released in Japan on 22 May 1980.Size : 10.2cm X 2cm (ghost)           3.1 cm X 3.1 cm (pac-man)Quantity : 1 set (1 pcs Pac-man + 1 pcs ghost = 2 pcs)More patchs:https://www.etsy.com/shop/RockyMonkei?section_id=17529157&ref=shopsection_leftnav_4Thank you for your coming to visit.{Item sent out with Hong Kong Post office tracking number to track your parcel.}            
        "
"58"," $1.93 USD","
                            Queer punx heart patch! Show your love for your fellow queer punx. Available in white ink on black fabric, and black ink on pink fabric.Approx. 9.5x9cm            
        "
"59"," $1.90 USD","
                            For your creative ideas. Use these patches to decorate clothing for cute, distinctive and unique.Other Style Patches You May Like：Punk/Skull/Cool Patches: https://www.etsy.com/shop/craftapplique?section_id=17692893&ref=shopsection_leftnav_1Band/Rock/Music/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692895&ref=shopsection_leftnav_2Riding/Sport/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692897&ref=shopsection_leftnav_3Role/Cartoon/Game Patches: https://www.etsy.com/shop/craftapplique?section_id=17689244&ref=shopsection_leftnav_4Cute/Funny/Animal Patches: https://www.etsy.com/shop/craftapplique?section_id=17711754&ref=shopsection_leftnav_6Letters/Numbers Patches:https://www.etsy.com/shop/craftapplique?section_id=17717166&ref=shopsection_leftnav_7Wholesale/Promotions Patches：https://www.etsy.com/shop/craftapplique?section_id=18307662&ref=shopsection_leftnav_8Other Style Badge Patches（Sea Anchor、Flag and so on）:https://www.etsy.com/shop/craftapplique?section_id=17720497&ref=shopsection_leftnav_8Thanks for visiting our store：https://www.etsy.com/shop/craftapplique?ref=hdr_shop_menuIRON-ON INSTRUCTIONSIf you have any questions ,please feel free to contact me1. Spray water on the back of embroidery.2. Place embroidery on garment.3. Set iron temperature for cotton.4. Cover embroidery with a piece of damp cloth.5. Iron for 10-15 seconds.6. Turn garment inside out and iron until dry.            
        "
"60","5.99","
                            Mad Max: Fury Road Badge - Witness Me! PatchA must have for fans of the recently released Mad Max: Fury Road movie. The emblem is embroidered in Isacord polyester thread on black goretex for FULL coverage. Other background colors / fabrics and embroidery thread colors are available upon request. Patches are sealed in the back with heat and sew. Each patch is checked for quality of stitching and cutting (which is done manually) before it goes out to you. You'll love owning this one. Additional services: velcro backing - http://etsy.me/1TOqoarChanges in thread color are done manually and price reflects that. Other customizations are available upon customer's request. Just email me. For other work and finished costuming designs check out www.majesticfashiondesign.comMade in USA, by ME!            
        "
"61"," $2.21 USD","
                            NASA Patch Space Center Uniform Clothing Polo Jacket Shirt Embroidered Iron on Sew on patchesIron on Backing----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
"62"," $13.50 USD","
                            For the true environmentalist, this Tree Hugger patch is made out of recycled twill.  This patch is fully iron on with no sewing required.Measures 3.75"" in diameterUse to personalize your jacket, backpack, messenger bag, or just about anything you can imagine.Please note these colors will not fade, peel or crack over the lifetime of the patch, fully machine washable.Made from recycled denim, fully machine washable.My patches have a truly professional look about them, they are done on high quality, mainly recycled fabrics that have a double interfacing applied to give them a crisp feel. I only use high quality rayon embroidery threads that are known for their luster and durable color intensity. After stitching each one has double backed iron on adhesive applied to the back for easy application.            
        "
"63"," $5.00 USD","
                            Beautiful Laurel Burch 100% cotton fabric cat appliques with gold metallic. Set of 8.   measures approx. 2 by 1 1/2 inches. Has heat and bond backing, just peel off the paper back and iron on.I have more Laurel Burch appliques in my Ebay store, go to stores.ebay.com/jrsdesigns2007            
        "
"64"," $10.50 USD","
                            I got this stock of patches from a computer store that went out of business when the owner died in the late 90s. I think the building is now an office for E Corp, but they pretty much own everything now, right?----Patch is 4"" x 3"" and in order to iron it on you'll need double-sided interfacing. I didn't add interfacing because I wanted to be able to distress the patch without worrying about getting the back wet. Now ships with tracking. I'm shipping same day for Halloween orders. You can upgrade to Priority Mail for an extra $4. The upgrade is a product in my shop: https://www.etsy.com/listing/253070139/usps-priority-mail-upgrade-us-customers  just add it to your cart along with the patch.You may also upgrade to Next Day for an additional $18: https://www.etsy.com/listing/253966142/fsociety            
        "
"65"," $3.99 USD","
                            1988 My Neighbor Totoro Patch Embroidered Animation Sew on Iron on PatchesIron on BackingBrighten up t-shirts, jeans, baby clothes or any other item made of fabric with an easy iron on or sew on patch! Just peal the protective layer paper, stick to the fabric and press with a hot iron, preferably with steam, for 20+ seconds! Edges of the patch sealed with Fray-Check glue, preventing thread fraying.            
        "
"66"," $5.01 USD","
                            Popcorn, junk food, embroidered, 3d, sew-on patch, badge, appliqueWe all feel better having crafted, but sometimes we just don’t have the time or energy for a big craft project. The Lazy Craft Store is about bringing you gentle and achievable craft projects. Lazy Crafts are little craft projects that you can do in an afternoon or in this case maybe even less. Patch work, more like hard work. For something gentler try sew on patches, they are truly patch leisure.For use on any fabric that’s iron friendly. They don’t even have to be attached to fabric, however you want to use them is up to you. My patches come judgment free and packed with heaps of potential for crafting enjoyment.The price listed is for one patch only. The other photos are just ideas. Due to different lighting and screen resolutions note that patch colours may differ slightly. Please refer to the picture with ruler for an indication of patch size. I post on Mondays, Wednesdays and Fridays (Australian Eastern Daylight Time). Have a little browse at my my other listings if you want your patch to have any other patchy friends. I would love to here from you if you have any other requests for lazy craft supplies. Follow me at https://www.instagram.com/lazycraft/ for more lazy craft inspo and use #lazycrafts to share your projects.            
        "
"67"," $7.99 USD","
                            Cool 70's ''Don't Touch Me"" Embroidered Iron -On Patch Measurement: 3 inchesSew it or Iron it on or do both. Great patch to accessorize with. Looks cool on denim, hoodies, jerseys, hats, t-shirts, bags exe....            
        "
"68"," $5.55 USD","
                            The official patch for those who see 11:11 everywhere. Seeing 11:11 on the clock all the time is a sign of awakening and a confirmation of your alignment with your life purpose. And that everything in life is happening as it should.Embroidered patchMeasures 3"" x 1.6""Iron-on adhesive backing            
        "
"69"," $5.00 USD","
                            3"" DiameterWell made embroidered patch            
        "
"70"," $2.00 USD","
                            Screen printed with white ink on black canvas. Text is approximately 3"" tall, with a slight border around the words to sew or trim.            
        "
"71"," $7.73 USD","
                            It'll do.This super durable patch was freehand machine embroidered with off-white thread on sturdy black cotton canvas. Stitched to a bag or jacket it will hold up to years of wear, weather, and machine washing.If you're intending to do some mending, this is the kind of patch you want. The stitching is very secure and won't catch, fade, or shred and actually adds integrity to the fabric. Properly sewn on this patch will make your torn garment as strong as new :)Please note that each patch is individually made and may have small variations from the pictures. Each one is unique <3Approx. length 9 cm / 3.5"".This will ship worldwide securely in my signature handmade packaging (made with recycled paper) with a mini mystery bonus patch (?!) and hand written thank you note.Wear in peace and good health, take care and thanks for looking! <3            
        "
"72"," $7.00 USD","
                            Custom patch: I can fill the banner with any word/ phrase you want up to 10 letters long. Just let me know in a note to seller what word/ phrase you'd like for your own unique patch! Also, please indicate if you'd like the text in cursive or print.Made to order: Your patch will be made within 3-5 days. Patch dimensions: Patch dimensions: 3in x 1.50in**To save money on shipping costs for you and me, my patches are sent as regular letter mail which does not come with tracking. If you would prefer tracking, let me know before purchasing and I will adjust the shipping cost**Feel free to contact me with any questions            
        "
"73","8.99","
                            Cool 70's ''Sounds Like Bullshit To Me"" Embroidered Iron -On Patch Measurement: 3 3/4 X 2 1/2 inchesSew it or Iron it on or do both. Great patch to accessorize with. Looks cool on denim, hoodies, jerseys, hats, t-shirts, bags exe....            
        "
"74","6.00","
                            For the hottest, beachiest and over-all greatest of summers.Discounts for orders of 10+THIS LISTING WILL INCLUDE- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 1 1.5x1.5"" Iron on patchMADE IN USASENDING AS GIFT?- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Add a note or gift wrap here:https://www.etsy.com/listing/243859481/gift-option?ref=shop_home_active_1            
        "
"75","6.50","
                            Talisman Sew On Patch - A talisman to protect you against all manner of evils.Embroidered patch with beautiful metallic gold embroidery.Approx. 2.5"" x 1.6""Each patch includes a mini sewing kit.Please note all our patches are made by hand in limited quantities, so there might be very slight imperfections.---I ship orders within approximately a day or two of receiving your order. Please allow approximately 8-10 working days shipping time from South Africa. All Ghost Goods products are handmade, in Cape Town, South Africa.Yours in boos x            
        "
"76","10.00","
                            This listing is for pair of leather patches in color of your choice (yellow, dusty white, ashy brown and toffee brown).*Made of soft genuine real leather * Pre-punched holesThese patches are perfect for embalishment on the elbows or the knees. They can make any sweater or cardigan look great . Also are perfect for back pocket on jeans. So many uses! They are super easy to sew on.. you just need a needle and a thread. Measurments approx. : Width: -3,3''Lenght:-6''            
        "
"77","10.00","
                            Available as either sew-on or iron-on.Measures 3 inches long and 1.5 inches at its widest. The iron-on patches are backed with heatseal making them iron on patches. But if you intend to wash the item many times, it is recommended to sew on the patch.            
        "
"78","4.00","
                            You sure can rock sequins at seven a.m. You survived the walk of shame and you deserve this merit badge.            
        "
"79","6.00","
                            Single ALL OVER EYES patch.- black and white sew-on patch (not iron-on)- 3"" x 3.25"" All original artwork © Dripface 2013-2015            
        "
"80","4.70","
                            if you want to buy more than 1 items, please contact me at marcobb2530 @ gmail.comCondition: 100% NEW High Quality Embroidery Cloth This Patch can be ironed or sewn on your jeans, bags, jackets and shirts etc.Patch size =  8.6x11.6 cm 3.5""x4.5"" Shipping to Worldwide Delivery time w/i 14-24 days. THIS IS STANDARD!!!!.We will send  items by air Mail within 3 days after the payment is complete. WE ACCEPT PAYPAL ONLYItems to be paid for within 10 days after auction end.            
        "
"81","5.00","
                            Hand pulled screen print of the most scientific water-color painting of teeth I have ever done, on black cotton canvas.The material is approximately 6.75"" by 2.5"".  The image is approximately 5.75"" by 1.75"".  Edges are raw, so fraying can occur.  As with all hand made items, each patch will vary slightly.Printed with water based ink.            
        "
"82","5.00","
                            ------------------------------------------------------------------------------------------IMMEDIATE DOWNLOAD FILE------------------------------------------------------------------------------------------Upon purchase Etsy will send you an email within minutes with a link to download this file.  Due to the nature of listing no refunds will be given and no variations are available.  Image is as shown sent to you as a mirror image for use with iron on transfer paper for whites.  If you pay by e-check you will not receive the e-mail from Etsy until payment has cleared.------------------------------------------------------------------------------------------This listing is for one DIY Printable iron on transfer, Perfect for a family trip to Disney!  This is not a tangible item. No shirts, totes, onesie or other tangible items are included in this listing. This is a printable file that you print at home.You are purchasing a print at home file when purchasing this listing. This is a wonderful economical way to celebrate your Family Trip to Disney! You will receive one custom designed image that you can print at home on iron-on transfer paper. All you have to do is print, cut out image, and attach it to your shirt or onesie. It is that simple!Image is meant to be printed on iron-on transfer paper for whites. This will leave a clear background around the letters. Image will be e-mailed flipped per instructions for this type of paper. Watermarks will not be on purchased images. In order to keep prices affordable, you cut the images out to your liking. This process takes only a few minutes for memories that last a lifetime!            
        "
"83","8.00","
                            This is an embroidered iron-on patch resembling a squid from the Splatoon video game! It can be ironed or sewn on to clothes, hats, bags, backpacks, etc.*Measures 3"" high x 2.8"" wide. *Iron or sew on.*The shape of this patch follows the edges of the design.*The listing is for Qty 1.*Available in many different colors, be sure to choose the one you want!            
        "
"84","5.79","
                            Hand embroidered Prick (cactus) patch, with black edge. Approx 9cm.            
        "
"85"," $1.54 USD","
                            This Vintage-style Applique/Patch is made from printed medium weight cotton fabric. Visofix is  attached to the back of the applique.  To use, simply peel off the backing paper and position face-up onto the T-shirt, sweatshirt, bag etc. The edge of the applique has been cut with pinking shears to stop the edge from fraying. To fix use a dry warm iron and press on top of applique. Then machine or hand sew a stitching line around the edge of the applique at least 1cm from the edge. The Applique can be used as a repair patch on your clothing as well.            
        "
"86"," $7.73 USD","
                            Hiking, camping, expeditions by canoe: join the Field & Forest Adventure Club! 2"" embroidered patch.Each patch is made to order and hand-finished in our shop. Slight variations may occur. The patches have an iron-on backing but for maximum durability we do recommend sewing them on.            
        "
"87"," $5.73 USD","
                            Iron On patch with mandala pattern.fluorescent effect.10 cm diameter.Q U A L I T YOur patches are professionaly embroidered with quality thread on a 100% polyester felt backing.The high quality yarn makes it possible to safely wash your items time on time again. It will not lose it’s color or shine!All patches come with an iron- on backing and have heat-sealed borders.I N S T R U C T I O N SSet iron on medium heat (wool)Place your patch & cover it with a cotton clothPress the iron down on the patch for about 5 – 10 sec. Check if all the corners and small parts are attached.Flip the item over & iron from the back for +/- 2 sec.Don't want to iron it on?--> just sew around the border in a matching color!SHIPPING POLICYAll items are shipped by regular post or package services; If you prefer insured shipping, please let me know so I can calculate the correct shipping costs for that.Estimated shipping times (starting from delivery of the package at the postoffice):Belgium: 1 - 2 daysEU: up to 7 daysRest of the world: up to 4 weeks            
        "
"88"," $20.00 USD","
                            Award Ceremony Special Sometime you have to celebrate the little things! Host your very own award ceremony with this set of 4 party pack! This listing is for:- 1 I Put On Pants Today- 1 Best Okayest Friend - 1 I Put A Bra On Today - 1 Adulting Honorable Mention as shown in photo. ***No mixing and matching ribbon styles. No exceptions. Please and thank you:) These awards are 2x8 satin ribbons with metallic lettering. Each Award has a string for convenient display and showing off to your friends. An information card is featured on the backside for writing in personal details.Orders within the United States ship First Class mail (3-5 business days) *********************International Orders are mailed standard with an international stamp to keep the high shipping costs down. International orders will not have a tracking option. If you would like to add International First Class shipping please message me your request.**********************************************            
        "
"89"," $4.35 USD","
                            HUMANS ARE IDIOTS PATCH by Life Club.Screen printed patch on black canvas. Approx 8cm diameter.🌿£1 from every sale goes to the F.R.I.E.N.D Farmed Animal Rescue Sanctuary in Kent, UK.🌿            
        "
"90"," $5.00 USD","
                            This monogram can help customize the all important graduation cap. This decal is 5 inches tall and 5 inches wide. Decal comes with application instructions.The color chart in the pictures will assist you in locating the perfect color! Do not see the color you are looking for, or color is not listed in stock? Please message me and I'm happy to find your perfect color!Vinyl is removable, but not reusable. Vinyl is semi permanent adhesive that allows residue free removal for up to 5 years common use. Vinyl is high quality for both indoor and outdoor use.Please include full name and initials in ""notes to seller"" section at checkout.If no initials or name is included in checkout, shipping may be delayed.The decals ship first class with tracking.**Please note that colors may vary depending on your computer screen.Thanks!            
        "
"91"," $9.00 USD","
                            ""Somos Las Nietas de Todas Las Brujas que no pudieron quemar.""3x4 B&W thread on red cloth backgroundInspirada por feministas del mundo, mi abuela y todas las mujeres en la lucha por alternativas y libertad de la persecución pasada y presente.  We are the Grand Daughters Of All the Witches You were Never Able to BurnInspired by feminist around the globe, my grandmother and all women in the struggle for alternatives and freedom from all persecution past and present.            
        "
"92"," $8.00 USD","
                            Jodorowsky's Holy Mountain inspired patch. All my patches are high quality, full coverage embroidered patches. 100% original; designed, digitized, and embroidered by yours truly!  Sew-on, no backing. Rayon thread. Made to order.This patch measures at aprox 73mm x 92mm (3"" x  3.75"")            
        "
"93"," $8.00 USD","
                            WITCH HAND PATCHThis patch design is based on my best selling keychain! Complete with neon orange nails and gold metallic embroidery!Patch is 3"" x 4.25"". This patch is 100% embroidered, so it has a smooth, satiny finish. Patch has an iron on backing.            
        "
"94"," $1.25 USD","
                            These are made to order patches that measure at around 2.5""x4.5"" with some excess fabric around it so you can cut to the size you want.Please allow 1-2 days for me to finish these patches after the order!            
        "
"95"," $5.00 USD","
                            Frog Patch - Inspired by PaRappa the Rapper This is for one 3""x 2"" oval shaped patch, custom embroidered with Velcro backing.  All patches come with matching back piece of Velcro which can be sewed or fabric glued to material.Please check out my store for other cool patch designs, stickers & prints. Combined shipping available for multiple purchases :)Great for Military paintball airsoft special forces seals maxpedition maxpidition samurai crest kamon mon army navy marines air force DEVGPpsy ops rangers milsim            
        "
"96"," $2.90 USD","
                            Ouija board patch, measures 8.5cm x 6cm.Our iron on patches are perfect for customising your favourite apparel! These high quality embroidered patches can be ironed on to most types on non-stretch fabric, suitable for adding to a vintage denim jacket. For the more experienced sewer, you can even sew our patches our the more heavy duty fabric, if you’ve got a leather jacket that needs more of a biker feel or a canvas tote bag which you want to make more personalised.HOW TO APPLY	1- Make sure your iron is on a high heat (use adult supervision if under 16)2- Place patch where you want it to be on garment and cover it with a tea towel3- Press the iron firmly on top of the protected patch and use the steam function (if available) to add more heat while adding pressure4- Keep the iron on the patch for at least 2 minutes and go around the edges with the iron to make sure it's completely secure.**Please be aware, this will only work on cotton, denim and natural non-stretch fabrics. For other material, patches can be sewn on by hand or using a sewing machine.**            
        "
"97","5.00","
                            You're The Worst. Just embrace it. This classic, black and white, embroidered patch measures 4"" wide x 1.25"" high and has an iron-on backing.  ________________________________________________________________All images © Nik Scarlett, www.nikscarlett.com            
        "
"98","5.50","
                            This 100% handmade patch is 4X4 inches, the lettering is made with non-toxic posca pens on cotton. Because it is handmade, the lettering may vary a little from each patch.  Hex the patriarchy ★            
        "
"99","3.44","
                            jellyfish motif on cotton. Designed by me and crafted non-industrially in my apartment as screen print. White on either black, dark blue or blue. Motif size approx. 5 x 7 ½ inches. Margin to edge of fabric varies from patch to patch, though it's never less than 0,5 cm.            
        "
"100","5.00","
                            For those who love whiskey!A sew-on patchHand printed screenprintWashableWhite ink on black fabricApproximately 5 x 5 inches            
        "
"101","7.00","
                            Listen to your Heart.  This iron on patch measures 3 1/4"" by 3 3/4"".  It's embroidered on black premium felt using Sulky and RA rayon threads for excellent quality and durability.   These patches are easily applied to any item that will withstand an iron temperature of medium high for 8 seconds.  All patches can also be sewn on.   Application instructions will be included.   Please ask any questions you might have, prior to purchasing.            
        "
"102","10.00","
                            (PLEASE READ the note on the front page of my shop for important info/updates before you order.)Cute Cthulu embroidered patch. Design by UrbanThreads.com. This iron-on patch measures just under 4"" wide by 4"" high.♥♥ This is a perpetual item meaning that I make them as they are ordered and I will never ""run out."" Etsy however makes you put down a number of what's ""in stock"" so they can collect their listing fees. ;) If you found this listing in a search and it says it is sold out, try visiting my actual shop to see if it has been relisted. Also, if you want to order more than the number listed, just drop me a note so I can list more for you. ♥♥My embroidered patches are made with polyester thread and are machine washable and dryable, as well as dry-cleanable. They come with iron-on backing by default (unless otherwise specified). If you do not want this (for example if you know you are going to sew or glue it on) make sure to let me know and I will make you one without.            
        "
"103","6.00","
                            The all seeing eye.  This patch measures 3.13 inches wide and 2.87 inches tall.  I have used gold thread on black canvas.  If you would like different colors it is not a problem just leave me a note when you check out.Please see additional view for canvas choices.For the lettering I have most colors.I use a 100% polyester canvas with polyester thread.  Each patch is backed with a pvc backing giving the patch extra durability.  They are to be sewn on.  Although I have had great result with ironing them on t-shirts.  If you iron from the back it seems the plastic on the back of the patch will melt into the t-shirt.  I did a sample that has been through the washer over 20 times so far and is holding up great.  I did mine with a heat press.  I also have glued them to backpacks, umbrellas, hats, tackle boxes and even my mailbox.  I used E-6000 for the glue.            
        "
"104","2.99","
                            All patches are printed on black fabric. These measure out to be about 4"" x 5.5"". (illustration size)All patches are of 100% high quality and are printed with professional water base inks, hand pulled screen print. Guaranteed for long lasting life and lasting images.            
        "
"105","7.98","
                            Cute dragon patch in green, add a touch of fantasy to your belongings with this mythological creature. The dragon is 99mm (3 7/8 in) from snout to back claw and 84mm (just under 3 3/8 in) from the tip of the smoke to his lowest claws.  He is stitched on high quality polyester felt and finished with an iron-on backing. Easily applied with a hot iron (directions are below and will be supplied with the patch), this would look great on a jeans pocket, bag or almost anywhere.  If your chosen surface can't be ironed, you can sew or glue it on instead.Have a look at my other iron on patches for more designs .  New designs are added regularly, so don't forget to favourite my shop so you don't miss any.https://www.etsy.com/uk/shop/JaneAtNumber13?section_id=15677278&ref=shopsection_leftnav_3Directions for Iron-on Patches**Please check before you start that your chosen surface will not be damaged by a hot iron. If unsure sew or glue on the patch instead. ** Cover with a clean cloth and apply a hot iron for 10 seconds on top, 20 seconds on reverse.  The adhesive backing achieves its full strength after 48 hours and will adhere to most fabrics.  Fabrics containing cotton will give best results.Once attached, the patch can be machine washed on a delicates cycle.  We recommend sewing the patch if it is to be frequently washed.            
        "
"106","2.50","
                            This black fabric sew-on patch is approximately 7.5 by 7.5 inches including healthy margins on all sides and features a hand pulled original design of a raccoon skull with purslane botanical detailing  in non-toxic water based white ink . Heat set and machine washable. We recommend sewing the patch onto the intended garment prior to washing in order to prevent excess fraying. Please note that patches are for use in sewing projects and as such come rough cut. All items in our shop are now shipped first class USPS with tracking in 100% recycled envelopes.            
        "
"107","2.21","
                            Astronaut Patch Space Center Uniform Clothing Polo Jacket Shirt Embroidered Iron on Patch Sew on patchesIron on Backing----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
"108","2.99","
                            All patches are printed on black fabric. These measure out to be about 5"" x 5"".All patches are of 100% high quality and are printed with professional water base inks, hand pulled screen print. Guaranteed for long lasting life and lasting images.            
        "
"109","9.18","
                            High quality embroidered Anonymous sew/iron on patch.With Anonymous logo and motto: ""we are anonymous, we are legion"".The ""man without a head"" represents leaderless organization and anonymity.Size 8cm x 8cm - 3.1"" x 3.1""Colors : black, white and silverA must have for showing your support to the Anonymous actions ;)            
        "
"110","6.00","
                            Sometime you have to celebrate the little things! Bras are hard, so when you wear them celebrate! This listing is for ONE ""I Wore A Bra Today"" award shown as is in the photo. These awards are 2x8 satin royal purple ribbons with metallic gold lettering. Each Award has a string for convenient display and showing off to your friends. An information card is featured on the backside for writing in personal details.Orders within the United States ship First Class mail (3-5 business days) *********************International Orders are mailed standard with an international stamp to keep the high shipping costs down. International orders will not have a tracking option. If you would like to add International First Class shipping please message me your request.**********************************************Please check out the rest of our shop for other great achievement awards.            
        "
