"","pprice","pdescrip"
"39","17.20","
                            Delicate short necklace made of a thin golden chain with a colorful beaded accent. The materials are plated with a thin layer of pure gold 1 micron.Simple yet elegant, this necklace looks adorable by itself but is also ideal to layer with longer pieces !Diameter of the beads : 1,6 mmPlease choose your desired color and length while adding to cart. The length shown on the modeled pictures is 15 inches (38 cm), but please keep in mind that it can fall differently depending on the measurements of each person's neck.Matching bracelet available ! See it here : https://www.etsy.com/listing/251564236-----------------------------⁂ SPECIAL OFFER ⁂Get Free Shipping for orders over 45 € : enter the code SHIP45 at Checkout !-----------------------------✩ WRAPPING ✩All Kurafuchi jewels come in a cute pouch or jewelry box, so they are gift-ready !-----------------------------♡ CRUELTY-FREE ♡My shop is 100% cruelty-free, which means none of my products contains any animal-based elements like leather, suede, feather, silk, bone, etc.-----------------------------✄ CUSTOM ✄ Need a different size/length ? Feel free to notify me in the ""Notes"" at checkout ! I'll take care of it :)-----------------------------✉ DELIVERY ✉ Kurafuchi ships from France. Orders are shipped within 48 hours. Shipping takes approximately 3 to 12 days inside Europe, 6 to 30 days for the US and Canada, 8 to 40 days for the rest of the world. For more detailed information please check the shop's policies (left menu) !-----------------------------✌ POLICIES ✌For more information, please check out my shop policies : https://www.etsy.com/shop/Kurafuchi/policy-----------------------------⇸ Click this link to return to the shop's homepage : http://kurafuchi.etsy.com⇸ Follow Kurafuchi to be informed about new products, special offers and styling ideas ! Facebook page : http://www.facebook.com/kurafuchiInstagram : @kurafuchijewelry            
        "
"40","18.99","
                            Boho, tribal clip-in hair jewelry. This hair piece comes in two different metal colors, gold or silver.The modern boho style, is a mixture of ethnic, gypsy, and rock style expression.Experimentation and individualism is the true essence of the Boho lifestyle. Get creative there are no rules! HOW TO STYLE WITH HAIR JEWELRY Boho hairstyles are creative and carefree, perfection is boring. It's all about effortless beauty.Messy, wind-blown waves and loose braids look best with hair jewelry.STEPS:1. Curl hair and back comb the top and sides a little to give some volume and support for the clips to grab onto (especially) with fine textured hair.2. pull up your front bang area and some of the hair on your sides, section off this hair. Clip hair out of the way while you attach your Boho hair jewelry.3. Snap in the Tribal hair piece. To hide the jewelry clips allow the hair you had pulled up and sectioned off to flow naturally over the jewelry clips.NOTE: Hair Jewelry is light weight and comfortable to wear.Wholesale available, please send me an email for pricing. Our Fashion Fearless Tribal hair jewelry Ships in 1 to 2 business days. Shipping cost within the USA is $2.95100% satisfaction guarantee.  Please don't hesitate to contact me if you have any questions            
        "
"41","20.00","
                            Personalized initial choker necklace.Super dainty & fun.Perfect wearing alone or layering with your favorite necklaces.----------------------------------------------------------------------------------------------This necklace is 15"" in total length which includes a 1"" extender.Can be adjusted from 14-15"" in length.Please let us know if you need a shorter/longer length.■ PERSONALIZATION:• Leave a note of you personalization details. Make sure to specify the Fonts, UPPER or LOWER case, and etc.Because our items are all handmade, each pieces might have slight differences (UNIQUENESS!) especially for the hand stamped pieces.———————————————————-SHIPPING UPGRADESYou can find shipping upgrades options in the drop bar menu when you check out.+ Within the U.SRegular First-class : 2-6 business daysPriority : 2-3daysExpress : 1-2 days+ InternationalInternational Priority : 6-10 Business daysRush International Express : 3-6 business days* Our current processing time is 2-7 business days.Please note that shipping times do NOT include production times. But we always try to get your order done faster for rush orders.———————————————————-GIFTSFor the gifts, Please leave us a note in the NOTE BOX when you check out so we can include ribbon bow on your package :)If you want each item in all separate boxes, Leave us a note! Otherwise, your order will be shipped in one box as layered set.———————————————————-OUR POLICIEShttps://www.etsy.com/shop/EandEProject/policy?ref=shopinfo_policies_leftnav———————————————————-VISIT OUR ETSY SHOPwww.eandeproject.etsy.com———————————————————-MESSAGE US for any questions and large quantities———————————————————-WILL YOU #TAG US?+ Instagram: http://instagram.com/eandeproject (@eandeproject)+ Facebook: https://www.facebook.com/eandeproject            
        "
"42","42.00","
                            ***PRE-ORDER FOR THE GOLD HOWLITE BAR AVAILABLE, supplies are expected to be back in stock in 1-2 weeks. A stunning inlaid genuine Howlite stone white and grey bar has been inset into gold or silver (your choice) plated casing and added to a delicate 14kt gold filled or sterling silver chain.  In pic #2, the model is wearing the silver bar at 16"". - Bar is 1/4"" by 1 1/4"" - Delicate plated chain-16""-20"" chains are the common everyday wear lengths for v or scoop neck t-shirts- Length options are CHAIN length only, the bar will add an additional 1 1/4"" to the overall necklace length from end to end.- Comes in a cute little package ready for gifting            
        "
"43","11.95","
                            A cute love knot heart ring made to order out of Argentium Sterling Silver, which tarnish resistant and nickle free :) This ring can be made in any size, just let me know which size you need during checkout. Quarter and half sizes too! All items arrive in a white gift box, ready for giving or keeping :) Same ring with special packing :)https://www.etsy.com/listing/158808852/love-knot-ring-silver-ring-knot-ring_______________________________________Are you new to Etsy?Shop my store and add your favorite items from The Jewelry Girls to your cart. Most of my items can be made in your size or your birthstone. Feel free to contact us with questions!___________________Gift Packaginghttp://etsy.me/1QJQVrZOther Knot Rings from our shop:http://etsy.me/1L69Jjn___________________We do give quantity discounts!2-4 items 10% coupon code MULTI105-7 items 15% coupon code MULTI158 and up items 20% coupon code MULTI20_______________________________________Don't know your ring size?http://etsy.me/1GfzKHK_______________________________________Payment Options:We accept payments by Paypal, credit cards. If you pay via a check and money order, once I receive full payment, I will ship the item. The payment should be made to The Jewelry Girls.Shop:https://www.etsy.com/shop/TheJewelryGirlsPlaceShipping:I ship using USPS First Class Mail with Delivery Confirmation for orders within the US. Expedited shipping is available upon request.~International Customers ~ please note that shipping times can take anywhere from two(2) - eight(8) weeks for your package to arrive. A package will not be considered lost before eight weeks have passed.Wholesale or Bulk orders:I am more than happy to make custom orders or price for wholesale orders. Please message me and I will post a custom listing just for you. Keeping in mind that everything is hand made so certain things may not be ""identical"".            
        "
"44","9.00","
                            This earthy coin necklace is inspired by Joanna Gaines, similar to one she wears on the hit show Fixer Upper. This antique looking oval coin is on a lightweight cord of light brown, dark espresso (shown here). Designed to hang in the middle of most peoples breast bone. Get yours!This necklace is cord is 30"" long and is tied in half which makes it hang 15"" down from the back of your neck to the middle of your breast bone.            
        "
"45","10.80","
                            Do you like to keep track of your exercise progress, but hate the way that plastic fitness band looks with your outfit or you don't want to wear a bracelet at all? Here's your solution. This beautiful pendant safely secures and conceals your Fitbit tracker so you can wear your Fitbit to work, formal events, date night.  The listing is for the pendant only. Pendant plate design may change and is subject to availability. All efforts will be made to match the pictures design as closely as possible. May take up to 14 business days to ship. ONLY AVAILABLE IN SILVER TONE. Made of stainless steel. An optional necklace can be purchase at https://www.etsy.com/listing/219286042/optional-chain-for-fitbit-pendant? DISCLAIMERThis item is NOT an official Fitbit product. Do not wear while exercising or in the shower. Insert and remove Fitbit sensor carefully so it does not get scratched. PyXY is not responsible for any loss or damage to your Fitbit while using this jewelry item.            
        "
"46","21.00","
                            Dainty, Simple Pendant on Delicate sterling silver chain. Great minimal necklaces for layering or for everyday wear. Please choose the pendant and length of the chain that you'd like. Necklace: Simple Pendant on Delicate Sterling Silver Chain** Anchor Pendant is matte silver plated pewter 12x17mm.** Clover Pendant is matte silver plated over brass 14x11mm.** Camera Pendant is matte silver plated over pewter 15x10mm.** Honeycomb Pendant is matte silver plated over brass 14x25mm with Cubic Zirconia crystals.** Coffee Cup Pendant is matte silver plated over brass 7.4x12mm.** Pretzel Pendant is matte silver plated over brass 12.5x11mm.** Heart With Peace Sign is matte silver plated over brass 15.5x12.5mm.- All necklaces are made with solid sterling silver delicate sparkly chain. - All these necklaces are available IN GOLD HERE:https://www.etsy.com/listing/152462275/clover-necklace-gold-lucky-charm?ref=shop_home_active_2- If you want to add an Initial charm, please see a listing belowhttps://www.etsy.com/listing/172281554/add-on-leaf-initial-charm-silver-or-gold?ref=shop_home_active_3- Add on birthstone is available here:https://www.etsy.com/listing/172217215/add-on-birthstone-swarovski-crystal-drop?ref=shop_home_active_8- All jewelry from Anechka's Jewelry comes in a gift box.Check out my store to see more of my creations http://www.etsy.com/shop/anechkasjewelryThank you for looking!            
        "
"47","114.75","
                            Ready to ship.  Size 8.  15% off.My most popular ring!Beautifully figured cherry contrasted by an offset black walnut band.  For men who appreciate the genuine beauty of wood and fine craftsmanship.  My best selling ring!Stabilized Cherry and Walnut heartwood are fused to a solid brass core to make an exceptionally strong and beautiful ring.I originally designed the ring with cherry on both sides of the brass center.  My wife made me change one side to the offset walnut.  I need to listen to her more often!5mm wide (about the thickness of 3 US quarters) - see picture - rounded surface2.5mm thick. (about two US dimes) - inside slightly rounded for comfortEXCELLENT SERVICE - DELIVERED ON TIME - GUARANTEEDHOW WOOD RINGS ARE MADEThe two sides of the ring are bonded through the brass insert. This locks all the pieces together, and makes a very strong ring.Each ring is finished with a tough acrylic, and polished to a brilliant shine. This makes the rings waterproof and suitable for daily wear.CUSTOMIZED WOOD RINGSIf you have a custom request, just send me a massage. I'll be glad to work with you.SIZING YOUR WOOD RINGThe wood rings are slightly rounded on the inside for a ""comfort fit"". They tend to run about a half size larger than standard rings. So if you prefer a nice snug fit, subtract a half size from your normal size.SHIPPING Shipping is free worldwide. When shipping outside the United States, you are responsible for any duties or taxes your country may charge.WOOD RING WARRANTYWhen your wood ring arrives, I hope you love it. And, I hope you're glad you chose my shop. If not, let me know! I'll make you happy. Won't fit; no problem. Clashes with your eye color; no problem. Allergic to wood; no problem. I'll make you happy, or refund your money. Period            
        "
"48","18.75","
                            Ear Climbers x2, Gold Filled Hammered Earrings, Earring Pins, Earring Climbers, Ear Pins, Climber Earrings, Ear Crawlers, Earrings Pin***Very cool and stylish ear climber earrings***There are much more interesting items in my shop on Etsy.Visit and check for sales and discounts: http://etsy.me/1NZ8Q7AFor Nose Ring - Cartilage Ring: http://etsy.me/1PAQL4cFor Hoop Earrings: http://etsy.me/1modsxsFor Fake Septum Piercing: http://etsy.me/1modwgQ*This listing is for ONE PAIR of ear climbers.*100% 14k Gold Filled*Measures: The length is about 1.18 inches inch (30mm).20 gauge - 0.8 mm Thank you for shopping with BenittaMoko!            
        "
"49"," $26.95 USD","
                            Argentium Sterling Silver and 14kt Rose Gold Filled Twisted Pattern Ring - this listing is for 1 ringVery versatile ring! Hand fabricated from argentium sterling silver and 14kt rose gold filled wire. Double twist pattern design in the dual tone makes it a great unifying piece when wearing gold and silver together. Wear it as part of a set by stacking rings together, by itself on a ring finger or alone as a thumb ring. Would also be a great midi ring.This ring can be made in any size just mention the size you need when you make your purchase. It will arrive in a silver gift box, ready for giving or keeping :) Math Equation if you would like a Midi or ""knuckle"" Ring: If the average ring size for the finger you choose to wear it on is a size 7 try a size 3. It’s simple! Take the your original ring size and “subtract it by 4”.___________________Gift Packaginghttps://www.etsy.com/listing/170435332/sale-gift-box-gift-wrapWould you like it wrapped?https://www.etsy.com/listing/211756794/gift-wrap-add-on___________________silver/silver combination:https://www.etsy.com/listing/123747717/fall-sale-bridesmaid-ring-wedding-partyalso available in quantiy for weddings!!http://www.etsy.com/listing/122742081/bridesmaid-ring-wedding-party-weddingPlease see my other ring designs!http://www.etsy.com/listing/107020862/infinity-knot-ring-thumb-ring-love-knothttp://www.etsy.com/listing/107028842/love-knot-ring-gold-filled-ring-twowww.etsy.com/shop/theJewelryGirlsPlacePayment Options:We accept payments by Paypal, credit cards. If you pay via a check and money order, once I receive full payment, I will ship the item. The payment should be made to The Jewelry Girls.Shop:https://www.etsy.com/shop/TheJewelryGirlsPlaceWebsite:thejewelrygirlsshop.comShipping:I ship using USPS First Class Mail with Delivery Confirmation for orders within the US. Expedited shipping is available upon request.~International Customers ~ please note that shipping times can take six to eight weeks for your package to arrive. A package will not be considered lost before eight weeks have passed.Wholesale or Bulk orders:I am more than happy to make custom orders or price for wholesale orders. Please message me and I will post a custom listing just for you. Keeping in mind that everything is hand made so certain things may not be ""identical"".---Argentium Sterling Silver---Argentium Sterling silver is a modern sterling silver alloy which modifies the traditional alloy (92.5% silver + 7.5% copper) by replacing some of the copper with the metalloid germanium. As it retains the 92.5% silver content of the traditional alloy, it is still referred to as sterling silver.Argentium’s unique formulation enhances the appearance of the silver, giving an incredible natural brightness and lustrous beauty that outshines white gold, platinum and even traditional sterling silver.Finished jewellery made in Argentium is harder, stronger and more durable than traditional sterling silver. This means that Argentium silver articles are more resistant to damage from scratches, denting and deformation - this is particularly beneficial for jewellery items that are regularly worn.*All of our silver is Nickle Free*            
        "
"50","48.00","
                            A sterling silver rectangle measuring 1 1/8 of an inch across is hand stamped with ""where words fail, music speaks"", a quote by Hans Christian Andersen.  Each bangle is hand formed from sterling silver wire and then hand-hammered and tumbled for shine and strength.  **Also available in 14k gold filled.  Just select your metal choice from the dropdown*****Charms are optional!  It is shown with an initial and a music note.  Choose how many you want when adding to your cart!  Other charms are available.  Just refer to the charm photo for details.Each bracelet is hand formed and unique and not perfectly circle which lends to it's organic charm. These bracelets are available in these sizes (if you need help deciding, just ask):X-Small - 2 inch diameter - typically a child size (6.25 inch circumference)Small - 2 1/4 inch diameter - Petite Adult with Small Hands (7 inch circumference)Medium - 2 1/2 inch diameter - Fits Most (8 inch circumference)Large - 2 3/4 inch diameter - Plus Sized or Large Boned (8.5 inch circumference)X Large - 3 inch diameter (9.5 inch circumference)**The bangles are TRUE bangle style and slip over the hand. They do not have clasps and do not unhook. They are not available with a clasp.**Let me know if you have any questions at all and I will promptly respond.***Visit my shop:georgiedesigns.etsy.com****            
        "
"51","49.60","
                            Design-Your-Own CUSTOM CUFFS! This listing is for those of you who want to custom design your own cuffs - adding your own text, embellishments, picking the font, texture and finish! But please read *WHAT WE NEED FROM YOU* below and refer to PIC 5 before placing your order.★WHAT YOU GET★------------------------------------This listing comes with:1 (ONE) SLIM (1/4"" wide) and 1 (ONE) SKINNY (1/8"" wide). YOU PICK THE METAL FOR BOTH. SEE INSTRUCTIONS BELOW.NOTE >>> The SLIM is the only one that receives text.You customize your cuffs >>> refer to *WHAT WE NEED FROM YOU* below and PIC 5 for detailed instructions that you will need to follow to order.See Pic 3 for examples of what you can do but the options are limitless! NOTE > These are ONLY examples. You will be creating your own cuff set from PIC 5.★WHAT WE NEED FROM YOU★------------------------------------FIRST - refer to steps 1, 2 & 3 BELOW as they relate to PIC 5. The drop down boxes above the add to cart button refer to steps 1 and 2 below. Step 3 below refers to what I need from you in the comments portion of your order.1. First Drop-Down Box: FINISH, CUSTOM TEXT, EMBELLISHMENTSFINISH (Pic 5) - You pick the finish - polished, brushed, satin, matteTEXT - You select your own customization - count the characters in your phrase and pick the corresponding number in the drop down menu.EMBELLISHMENT (Pic 5) - If you want, add a raised shape.2. Second Drop-Down Box: SIZE, TEXTURE, FONTSIZE - you pick the size - standard (6.5"" circumference) or large (7"" circumference) - see below for further details on selecting the right size.TEXTURE (Pic 5) - you pick the texture - we offer 5 (FIVE) textures from which to pick.FONT (Pic 5) - you pick the font - we offer 3 (THREE) fonts from which to pick.ADD TO CART.3. In the comments portion of your order WE NEED YOU TO INDICATE: (if nothing is indicated WE WILL PICK FOR YOU)a. SLIM Metal - you indicate one of these: copper (pink-ish hue), nu gold or German silverb. SKINNY Metal - you indicate one of these: copper (pink-ish hue), nu gold or German silverc. Provide your custom text according to the number of characters you selected in the first drop down menu.d. TEXT - indicate INSIDE or OUTSIDEUPGRADES - if you added upgrades I'll need to know:e. MONOGRAM - as it is to be inscribed (if you list ABC, it will be inscribed EXACTLY as that with B being larger and in the middle, usually signifying the last name) - Monogram will go outside edge of cuff.f. SHAPE - list the name of the shape you want from PIC 5.g. NAME to inscribe - 10 characters or less - will go outside EDGE of cuff.★A SAMPLE CUSTOM ORDER★------------------------------------A perfect customized order would look something like this:Let's say Amy selected the following in the first drop down menu which addresses finish, characters and embellishments:★Polish 31-40+MONOGRAM (cuff will be polished, includes 31-40 characters of custom text + a monogram)In the second drop down she selected her size, texture and font:★6.5""/tradit/typewriter (she will be getting a standard size cuff, in traditional texture with typewriter font)In the comments portion of the order she will have indicated:a. SLIM Metal - German silverb. Skinny Metal - Nu Goldc. TEXT - you are beautiful, amazing and brave.d. PLACE TEXT INSIDEe. Monogram - ABC (please remember the middle letter is the first letter of the last name)------------------------------------★ Please NOTE -- these are all completely hand forged from scratch and each one is made to order. Considerable loving care is given in each creation. We pride ourselves on the quality and the fact that we start with raw sheet metal and transform them into art. Each letter is individually hand engraved; each hammer stroke is struck by hand. It gets very loud in our studio but we love it! They are works of heart! From our heart to yours! Made in our sweet studio in the USA by women who love what we do.★SIZING DETAILS★------------------------------------We offer two sizes. Standard, which fits most wrists, at a 6.5"" circumference . Large at a circumference of 7"". These are CUFFS, not bangles. There is an opening in the back of 1"". Cuffs are meant to bend and pinch down to suit the size of your wrist and they are meant to fit snugly.★METAL DETAILS★------------------------------------We use the following metals in our custom cuffs: German Silver, Nu Gold and Copper. Do read about the metal content in our products please see our policies section for a breakdown of what's in all of our metals.★FINISH DETAILS★------------------------------------★POLISHED will come straight out of the tumbler and not be sprayed. It will be bright and sparkly but will age (or tarnish) more readily. If you want them to stay bright and sparkly, you might consider purchasing a polish cloth: https://www.etsy.com/listing/113672883/beautiful-and-safe-polishing-cloth-to★BRUSHED will still be tumbled for hours but will receive a final brushing before being sent off to you. The brushed look is more subdued than polished and gives the typical clean brush lines. It will be beautifully brushed but it will age (or tarnish) more readily. If you want them to stay just like they are when they arrive you might consider a polish cloth: https://www.etsy.com/listing/113672883/beautiful-and-safe-polishing-cloth-to★SATIN CLEAR GUARD will still be tumbled for hours but will receive a coating of our Eco-friendly clear guard SATIN spray. This low VOC, environmentally friendly spray helps to guard against sun, salts, heat, water and tarnish. Though it won't last forever, it will still give a beautiful SATIN (bright and blingy) coating and help to stave off the aging effect if you are not partial to that.★MATTE CLEAR GUARD will still be tumbled for hours but will receive a coating of our Eco-friendly clear guard MATTE spray. This low VOC, environmentally friendly spray helps to guard against sun, salts, heat, water and tarnish. Though it won't last forever, it will still give a beautiful matte coating and help to stave off the aging effect if you are not partial to that.These beautiful cuffs come ready to gift on a handmade card with descriptive text on the piece and a hand-written note of inspiration in a beautiful chocolate brown organza bag.★ IMPORTANT SHIPPING & PRODUCTION DETAILS!! ★**All of our pieces are made-to-order from scratch. **NORMAL PRODUCTION - Once we receive your order, it goes immediately into the normal production queue which is on average 5 business days but can be longer depending on our load. Please see our policy section for our most up-to-date production lead time.**RUSH PRODUCTION - If your order is time sensitive and you need it quick domestically or internationally, we offer RUSH PRODUCTION for $20 which is max 3 business days in production. Please send me a convo if you're interested in this in-house upgrade and we'll create your custom listing. Please note this is not a shipping upgrade. If you need to upgrade shipping, you'll want to select the method that suits your needs best at checkout.**DOMESTIC SHIPPING - For domestic orders, if you select standard shipping at checkout it will be shipped with tracking via first class USPS mail which typically, but is not guaranteed, takes 3 business days to arrive at its location. Priority Mail tends to arrive slightly faster than standard first class mail but it also is not guaranteed. If you want it fast or guaranteed, consider upgrading your shipment to FedEx at checkout.**INTERNATIONAL SHIPPING - For international orders, if you select standard shipping it can take up to 6 weeks to arrive so please plan accordingly. Also standard shipping packages are NOT tracked beyond the US border. If you need it fast, or want it guaranteed with door-to-door tracking, please select FedEX at checkout.**Please see our policy section on shipping times, production turnaround and all other details pertaining to your order prior to placing your order:https://www.etsy.com/shop/amywaltz/policy?ref=shopinfo_policies_leftnav★ metals & sealants ★We work with high-quality, lead-free metals and low VOC, eco-friendly sprays and sealants. We use fine metals, recycled metals, gold-filled metals, base metals, and alloys. For a breakdown of the content of our metals, please see our policy section under OUR PROCESS: https://www.etsy.com/shop/amywaltz/policy?ref=shopinfo_policies_leftnav. Please see this section prior to making a purchase, especially if you have allergic tendencies.            
        "
"52"," $15.00 USD","
                            These earrings were inspired by those worn by the title character of the upcoming Miraculous Ladybug.  Perfect for cosplay, or for anyone who loves cute ladybugs!   The studs are made of coral cabochons that have been bonded to silver posts; the black ladybug design is hand painted and sealed with a shiny acrylic top coat for maximum durability.  The cabochons measure about 8mm across.  The posts are made of silver-finished brass.  Each pair of earrings comes with a pair of soft rubber earnuts.  These feel light and comfortable even after extended wear! As with most pieces of jewelry, for best care, try not to wear the earrings in the shower or bath, or go swimming with them.            
        "
"53"," $14.00 USD","
                            Lightly hammered toe ring. Available in 14K Gold Filled, 14k Rose Gold Filled and Sterling Silver. Made as a size 2 but is adjustable. If a different size is needed, message before ordering.            
        "
"54","12.00","
                            Very high quality hoops made from pure 14k gold filled.Simple and dainty lovely for everydayYou can choose the size or you can buy them all :-)Choose your size:Tiny Tiny 0.4"" - 10mmTiny 0.5"" - 13mmSmall 0.6"" - 15mmSmall 0.9""- 22mmMedium 1.3"" - 33mm• High quality 14K gold filled• This listing is for a PAIR of Earrings • Earrings will be packed in a gift box and ready to give as a gift.♥ View more beautiful earrings : https://www.etsy.com/il-en/shop/JulJewelry?section_id=11021939My shop policies: https://www.etsy.com/il-en/shop/JulJewelry/policy♥ Love it and want to buy later? Click on the heart to your right that says ""Add item to favorites.""♥ Want it now? Click the green ""Add to cart"" button.♥ Questions about how to buy? http://www.etsy.com/help_guide_checkout.php♥ Special request or you have a question for me? Click the small blue ""Contact"" link under my name on the right.♥Enter My Shop here for more fabulous jewelry:http://www.etsy.com/shop/JulJewelry♥CURRENT PRODUCTION TIMESAll items are made to order so please check the top of my policies page for the most up to date production and delivery times. If you need it sooner, please send us a message on Etsy :)♥EXPEDITED SHIPPINGIf you wish to receive a package quickly I can ship the item via EMS Expedited Shipping Services for an additional 26$.Just place an order for this item.www.etsy.com/listing/103530893/ems-expedited-shipping-services♥PLEASE READ My POLICIEShttps://www.etsy.com/il-en/shop/JulJewelry/policyA bit about 14k GOLD FILLED,Gold Filled is not like gold plated as there is approx 100 times more gold in gold fill, than there is on plated. Gold filled looks and usually wears as well as karat gold. Gold fill is very hard wearing and should last under normal wear conditions for a lifetime.♥ View more Gorgeous Rings: http://www.etsy.com/shop/JulJewelry?section_id=12391367♥ View more Gorgeous Neckaces: https://www.etsy.com/il-en/shop/JulJewelry?section_id=10989104♥ View more Gorgeous Bracelets: https://www.etsy.com/il-en/shop/JulJewelry?section_id=11164884♥ View more Gorgeous Anklets: https://www.etsy.com/il-en/shop/JulJewelry?section_id=11547730♥♥Thank you for stopping by♥♥            
        "
"55","16.00","
                            Beautiful delicate Hamsa Necklace, which is made in the Holy Land. Quality lab opal, which sparkles in the sun. Huge selection of colors and chains.It may be a wonderful valentine day gift!Hamsa as an amulet long ago lost its eastern roots. The European and world culture adopted it many years ago. Today, it is - one of the most popular symbol of good luck, power and protection against the evil eye.Hamsa size - 11 x 13 mmGold Filled 14k \ genuine sterling silver 925Length - 40-50 cm (you can choose the length and material in the drop-down menu)If you need especially fast shipping - please just contact me.Now you can choose not only the color of the Hamsa, but also the chain! So you can create your unique combination and get your unique necklace.A - sterling silver chain flat cable - about 1.8 mmB - diamond cut sterling silver snake chain - about 0.8 mmC - sterling silver box chain - about 0.8 mmD - sterling silver snake chain - about 0.6 mmE - Goldfield flat cable chain - about 1.8 mmF - Goldfield snake chain - about 0.6 mmJust let me know in order. If you do not specify, I will choose the chain myself (and will try not to disappoint you)))More of my jewelry you can see here https://www.etsy.com/il-en/shop/Sarradise?ref=hdr_shop_menuThank you for visiting my shop. You're welcome!            
        "
"56"," $25.00 USD","
                            Dainty Oak Leaf & Acorns Hair Pin Gold Oak Branch Leaves Hair Clip Branch Bobby Pin Oak Leaf Hair Accessory Woodland Wedding Gift For Her These pins were featured on Jen Atkin's website Maneaddicts! Jen Atkin is celebrity stylist to Jennifer Lopez, Khloe and Kim Kardashian, Jessica Alba, Sofia Vergara and more! Check out her uber cool site and amazing Instagram too!  See the post featuring the pins here:http://maneaddicts.com/2014/10/19/5-decorative-bobby-pins-and-where-to-get-them/Very pretty and nicely detailed pair of gold brass bobby pins.  These are really pretty and dainty, like jewelry for your hair.  Oak leaves with a full acorn and an acorn cap. Pretty woodland hair pins and just perfect for your updo!You receive two pins per order. Be sure to have a peek in my shop for more hair pins.Be sure to favorite my shop so you can see all the new listings!You only have to pay shipping on the first item, everything (up to 10 more items) ships free after that when purchased at the same time (US shipping only)The Oak piece measures about 35mm and it is mounted on a 55mm gold tone bobby pin.            
        "
"57"," $33.00 USD","
                            20% discount included in price. No codes needed.----------------------------------------NAME NECKLACE - FONT F40You can have your own name personalized on this necklace.* Maximum number of character: 10* The name is 3mm-10mm high.* Material: Sterling Silver 925* Color: Silver, 18K Gold Filled, Rose Gold Filled* This necklace is also available in other FONT OPTIONS. Please check our PERSONALIZED NAME NECKLACES section: https://www.etsy.com/shop/GracePersonalized?section_id=17687209&ref=shopsection_leftnav_8When making an order, please put in the note box at check out the NAME/WORD to be personalized. Put the name in lowercase if you want the name to be lowercase on the necklace; or uppercase if you want it to be uppercase on the necklace.---------- MORE FROM US ---------->> Fingerprint Jewelry: https://www.etsy.com/shop/GracePersonalized?section_id=17574825&ref=shopsection_leftnav_3>> Handwriting Jewelry: https://www.etsy.com/shop/GracePersonalized?section_id=14248419&ref=shopsection_leftnav_2>> Coordinate Jewelry: https://www.etsy.com/shop/GracePersonalized?section_id=17660575&ref=shopsection_leftnav_9>> Personalized Jewelry: https://www.etsy.com/shop/GracePersonalized?section_id=16933806&ref=shopsection_leftnav_7------------------------------------------------------------------------Please read our policies for more purchase information and FAQs https://www.etsy.com/shop/GracePersonalized/policy?ref=shopinfo_policies_leftnavHappy shopping!GracePersonalized            
        "
"58","11.00","
                            This sterling silver raven charm is wonderfully detailed, with a raven looking upon the triple moon.  The design was actually created by my mom after having a vivid dream one night of a raven perched under the harvest moon.  As the story goes she woke up before sunrise and sketched her dream onto paper.  To this day it remains one of her absolute favorite designs :)The oval shaped charm is a one-sided and comes with a sterling silver bail or a 4 mm jump ring, so it can be worn on your favorite necklace, a simple chain, or attached to a charm bracelet. - Dimensions: 16mm long, 12mm wide - Also available with Cable Link Chain or Box Chain; Chains are solid 925 sterling silver, with spring-ring clasp.-------------------------------------The matching pendant is here:http://www.etsy.com/listing/56833763/raven-and-triple-moon-pendant-sterling-  Each charm comes in it's own little velvet pouch.  Charms that are purchased with a chain come in a little gift box.-------------------------------------All pieces are hand cast with love :)  THANK YOU for supporting small businesses!-------------------------------------©2015 Little Devil Designs - All designs, photos, and descriptions are copyright of Little Devil Designs.  Photos may not be used without prior written permission.            
        "
"59"," $19.90 USD","
                            Flower Ear Jacket, Ear Climber , Gold Ear Jacket, Delicate earrings , Wedding earrings. These 2 in 1 earrings, Crystal can be worn with or without the ear jacket. This unique design is perfect for you or for a gift, makes a great gift for the bride.*Measurements:*Crystal Post Size: 5mm*Jackets: 20mm wide* Material: Gold plated baseShip in a gift box, ready for gifting.*** ALL EAR JACKET EARRING ***https://www.etsy.com/shop/redsister/search?search_query=EAR+JACKET► More Earring:https://www.etsy.com/shop/redsister?section_id=7006189★★★ Please click here for more items ★★★https://www.etsy.com/shop/redsisterThank you for stopping by. Please contact me if you have any questions, request or need a different quantity.            
        "
"60"," $27.50 USD","
                            Gold and Aqua Blue Chandelier Earrings.These gorgeous earrings are made from beautiful gold framed cushion cut Erinite glass and gold plated over brass filigree pendants. Total length of these earrings is approx. 2 inches (50mm) including gold plated French fish hook ear wires.  The gold framed glass measures 9mm.  Gold filigree pendant measures 25mm x 27mm. More beautiful earrings:www.etsy.com/shop/LeChaim?section_id=17655958♥Thank you for stopping by. Please contact me if you have any questions or need a different quantity :) Custom orders are welcome.♥My shop:http://www.etsy.com/shop/LeChaim♥About LeChaim:http://www.etsy.com/shop/LeChaim/about            
        "
